"acquired","bankruptcy","company","company_name","description","industry","ticker"
FALSE,FALSE,"AKAMAI TECHNOLOGIES, INC. (AKAM)","Akamai Technologies, Inc.","Akamai provides content delivery network (CDN) services for delivering, optimizing and securing content and business applications over the Internet.","IT services,telecommunications","AKAM"
FALSE,FALSE,"ARTHUR J. GALLAGHER & CO. (AJG)","Arthur J. Gallagher & Co.","Gallagher provides insurance brokerage, consulting services, and third-party claims settlement and administration services, acting as an intermediary between insurers and their customers.","business services","AJG"
FALSE,FALSE,"ASSURANT, INC. (AIZ)","Assurant, Inc.","Assurant is a global provider of specialized insurance products, such as extended service contracts and product warranties, e.g. for mobile devic, funeral cost insurance, and credit insurance in the event of death, unemployment or disability.","financial company,insurance","AIZ"
FALSE,FALSE,"APARTMENT INVESTMENT AND MANAGEMENT COMPANY (AIV)","Apartment Investment And Management Company","Aimco is a self-administered and self-managed real estate investment trust (REIT). The company operates a portfolio of rental apartment homes.","real estate,REIT","AIV"
FALSE,FALSE,"AMERICAN INTERNATIONAL GROUP, INC. (AIG)","American International Group, Inc.","AIG is a global insurance company founded in 1919. The company provides property casualty insurance, life insurance, retirement products, mortgage insurance and other financial services.","financial company,insurance","AIG"
TRUE,FALSE,"ASPEN INSURANCE HOLDINGS LIMITED (AHL)","Aspen Insurance Holdings Limited","Acquired in August 2018, Aspen was a global provider of property and casualty insurance; marine, aviation and energy insurance; financial and professional insurance; and property catastrophe reinsurance.","financial company,insurance","AHL"
FALSE,FALSE,"ALLERGAN PLC (AGN)","Allergan Plc","Allergan develops, manufactures, markets, and distributes brand name pharmaceutical products, medical aesthetics, biosimilar and over-the-counter pharmaceutical products.","health care,pharmaceuticals","AGN"
TRUE,FALSE,"ALLERGAN INC (AGN)","Allergan Inc","Acquired by Actavis in 2015, Allergan was a health care company developing and commercializing specialty pharmaceutical, medical device and over-the-counter products for the ophthalmic, neurological, medical aesthetics, dermatology, breast aesthetics, obesity, urological and other specialty markets around the world.","health care,medical devices,pharmaceuticals","AGN.ACQ"
FALSE,FALSE,"AGCO CORPORATION (AGCO)","Agco Corporation","AGCO manufactures and distributes agricultural equipment and parts throughout the world. Products include tractors, combines, self-propelled sprayers, hay tools, forage equipment, seeding and tillage, implements, and grain storage and protein production systems, marketed under brands including Challenger, Fendt, GSI, Massey Ferguson and Valtra.","equipment","AGCO"
FALSE,FALSE,"AFLAC INCORPORATED (AFL)","Aflac Incorporated","Aflac is a holding company that provides supplemental health and life insurance in the U.S. and Japan. Most Aflac policies are individually underwritten and marketed through independent agents.","financial company,insurance","AFL"
FALSE,FALSE,"AMERICAN FINANCIAL GROUP, INC. (AFG)","American Financial Group, Inc.","American Financial Group is primarily engaged in property and casualty insurance for businesses, and in the sale of annuities in the retail, financial institutions and education markets.","financial company,insurance","AFG"
TRUE,FALSE,"AETNA INC. (AET)","Aetna Inc.","Acquired by CV Health in 2018, Aetna was a U.S. health insurance company with offerings including medical, pharmacy, dental, group life and disability, and Medicare Advantage and Medicare supplement plans.","financial company,health care,insurance","AET"
FALSE,FALSE,"THE AES CORPORATION (AES)","The Aes Corporation","AES owns and operates power plants to generate and sell electricity to utilities, industrial users, and other intermediaries, and operates electric utilities in the U.S. and a number of countries in Latin and Central America, Europe, and Asia.","utility","AES"
FALSE,FALSE,"AMERICAN ELECTRIC POWER COMPANY, INC. (AEP)","American Electric Power Company, Inc.","AEP is a public utility holding company that provides electricity in Arkansas, Indiana, Kentucky, Louisiana, Michigan, Ohio, Oklahoma, Tennessee, Texas, Virginia and West Virginia.","utility","AEP"
FALSE,FALSE,"AMERICAN EAGLE OUTFITTERS, INC. (AEO)","American Eagle Outfitters, Inc.","The company is an international retailer offering apparel and accessories for men and women under the American Eagle Outfitters brand, and intimates, apparel and personal care products for women under the Aerie brand.","retail","AEO"
FALSE,FALSE,"AMEREN CORPORATION (AEE)","Ameren Corporation","Ameren is a public utility holding company providing electricity and gas in Missouri and Illinois.","utility","AEE"
TRUE,FALSE,"THE ADT CORPORATION (ADT)","The Adt Corporation","Acquired in 2016, ADT provided electronic security, interactive home and business automation and related monitoring services in the U.S. and Canada.","consumer services","ADT"
FALSE,FALSE,"AUTODESK, INC. (ADSK)","Autodesk, Inc.","Autodesk makes design software serving customers in industries including architecture, engineering and construction, manufacturing, digital media and entertainment.","software","ADSK"
FALSE,FALSE,"ALLIANCE DATA SYSTEMS CORPORATION (ADS)","Alliance Data Systems Corporation","The company provides marketing and loyalty solutions to large, consumer-based businesses. Company offerings include customer loyalty programs, database marketing services, analytics and creative services, direct marketing services and private label and co-brand retail credit card programs.","business services","ADS"
FALSE,FALSE,"AUTOMATIC DATA PROCESSING, INC. (ADP)","Automatic Data Processing, Inc.","ADP provides payroll and benefits administration, and other human resources management services, as well as comprehensive employment administration outsourcing solutions in which employees are co-employed by the company and its clients.","business services","ADP"
FALSE,FALSE,"ARCHER-DANIELS-MIDLAND COMPANY (ADM)","Archer-Daniels-Midland Company","The company processes oilseeds, corn, wheat, and other agricultural commodities to manufacture protein meal, vegetable oil, corn sweeteners, flour, biodiesel, ethanol, and other foods and feed ingredients.","materials","ADM"
FALSE,FALSE,"ANALOG DEVICES, INC. (ADI)","Analog Devices, Inc.","Analog Devices designs, manufactures and markets analog, mixed-signal and digital signal processing integrated circuits, algorithms, software, and subsystems.","hardware","ADI"
TRUE,FALSE,"ADC TELECOMMUNICATIONS, INC (ADCT)","Adc Telecommunications, Inc","Prior to its 2010 merger with Tyco Electronics Ltd., the company provided broadband network infrastructure products such as fiber-optic, copper and coaxial based frames, cabinets, cables, connectors and cards, and wireless capacity and coverage solutions.","hardware","ADCT"
FALSE,FALSE,"ADOBE SYSTEMS INCORPORATED (ADBE)","Adobe Systems Incorporated","Adobe provides software tools used by creative professionals, marketers, application developers, enterprises and consumers.","software","ADBE"
TRUE,FALSE,"ALBERTO-CULVER COMPANY (ACV)","Alberto-Culver Company","Acquired by Unilever in 2010, Alberto Culver developed, manufactured, distributed and marketed beauty care brands, such as VO5, TRESemme, and Noxzema, around the world.","consumer goods","ACV"
TRUE,FALSE,"AFFILIATED COMPUTER SERVICES, INC. (ACS)","Affiliated Computer Services, Inc.","Acquired by Xerox in 2009, Affiliated Computer Services, Inc. provided business process outsourcing and information technology services to commercial and government clients.","IT services","ACS"
FALSE,FALSE,"ACCENTURE PLC (ACN)","Accenture Plc","Accenture provides professional services including strategy, digital, and technology consulting.","business services,IT services","ACN"
FALSE,FALSE,"AECOM (ACM)","Aecom","AECOM is a worldwide provider of planning, architectural and engineering design, construction, and facilities management services to commercial and government clients in markets such as transportation, facilities, environmental, energy, water and government markets.","business services,engineering and construction","ACM"
FALSE,FALSE,"ACI WORLDWIDE, INC. (ACIW)","Aci Worldwide, Inc.","ACI develops, markets, and provides services around electronic payments software used by financial institutions, retailers, billers and electronic payment processors. The Company also distributes or acts as a sales agent for third party software.","IT services,software","ACIW"
FALSE,FALSE,"AMERICAN CAMPUS COMMUNITIES, INC. (ACC)","American Campus Communities, Inc.","American Campus Communities is a real estate investment trust (REIT) that owns, manages and develops student housing properties in the U.S.","real estate,REIT","ACC"
TRUE,FALSE,"AMERICAN CAPITAL, LTD. (ACAS)","American Capital, Ltd.","Acquired by Ares Capital. American Capital was an asset management and private equity firm.","asset management,financial company","ACAS"
FALSE,FALSE,"ABBOTT LABORATORIES (ABT)","Abbott Laboratories","Abbott was incorporated in 1900. The company develops, manufactures, and sells health care products, including generic pharmaceuticals, diagnostic products, pediatric and adult nutritional products, and devices for the treatment of vascular disease.","health care,pharmaceuticals","ABT"
FALSE,FALSE,"ABIOMED, INC. (ABMD)","Abiomed, Inc.","ABIOMED develops, manufactures and markets temporary mechanical circulatory support devices for heart failure patients. Company products are used in the cardiac catheterization labs, by interventional cardiologists, in the electrophysiology labs, and in the heart surgery suite by heart surgeons.","medical devices","ABMD"
TRUE,FALSE,"APPLIED BIOSYSTEMS INC. (ABI)","Applied Biosystems Inc.","Acquired by Invitrogen in 2008, Applied Biosystems developed and marketed research instruments, such as solutions for DNA, RNA, protein, and small molecule analysis, for the life sciences and other industries.","equipment,health care","ABI"
FALSE,FALSE,"AMERISOURCEBERGEN CORPORATION (ABC)","Amerisourcebergen Corporation","AmerisourceBergen distributes a broad selection of brand-name and generic pharmaceuticals, healthcare supplies and equipment to pharmacies, hospitals, physician practices and clinics, primarily in the U.S.","health care","ABC"
FALSE,FALSE,"ABBVIE INC. (ABBV)","Abbvie Inc.","AbbVie is a biopharmaceutical company that develops and markets therapies for conditions such as chronic autoimmune diseases, blood cancers, hepatitis C and HIV, and Parkinson's disease.","health care,pharmaceuticals","ABBV"
FALSE,FALSE,"APPLE INC. (AAPL)","Apple Inc.","Apple designs, manufactures and markets mobile communication and media devices, personal computers and portable digital music players, and sells elated software, services, accessories, networking solutions and third-party digital content and applications.","hardware,software","AAPL"
